01/01/2021;22.0;21.0;0.0
02/01/2021;20.0;19.3;0.0
03/01/2021;20.2;19.2;0.0
04/01/2021;20.7;19.7;0.0
05/01/2021;24.0;22.7;0.0
06/01/2021;25.8;24.3;0.0
07/01/2021;26.0;24.3;0.0
08/01/2021;23.2;22.1;1.8
09/01/2021;22.6;21.9;0.2
10/01/2021;23.1;22.2;0.6
11/01/2021;23.7;22.9;0.0
12/01/2021;24.3;23.4;0.0
13/01/2021;23.1;22.3;0.2
14/01/2021;22.7;21.9;0.0
15/01/2021;21.6;20.8;0.8
16/01/2021;23.7;22.6;0.0
17/01/2021;26.0;24.6;0.0
18/01/2021;25.4;23.9;0.4
19/01/2021;22.7;21.8;0.9
20/01/2021;23.1;22.1;0.0
21/01/2021;22.6;21.7;0.0
22/01/2021;23.1;22.1;0.0
23/01/2021;23.2;22.0;0.4
24/01/2021;22.7;21.6;0.2
25/01/2021;24.1;22.6;0.7
26/01/2021;23.6;22.1;0.8
27/01/2021;26.3;24.9;0.0
28/01/2021;25.7;23.9;0.4
29/01/2021;26.1;24.7;0.0
30/01/2021;26.9;25.3;0.0
31/01/2021;26.3;25.0;0.0
01/02/2021;25.0;23.7;0.0
02/02/2021;24.4;22.8;1.0
03/02/2021;24.4;23.1;0.0
04/02/2021;26.8;25.5;0.0
05/02/2021;22.8;21.6;0.4
06/02/2021;20.8;19.8;0.0
07/02/2021;19.9;19.0;0.0
08/02/2021;20.2;19.3;0.0
09/02/2021;20.0;19.0;0.0
10/02/2021;21.0;20.0;0.0
11/02/2021;20.5;19.7;0.3
12/02/2021;21.4;20.4;0.7
13/02/2021;21.1;20.3;1.0
14/02/2021;23.4;22.1;0.0
15/02/2021;24.6;23.1;0.0
16/02/2021;23.5;21.8;0.5
17/02/2021;22.6;21.5;0.8
18/02/2021;22.9;21.4;0.4
19/02/2021;22.4;21.3;0.0
20/02/2021;22.6;21.7;0.0
21/02/2021;22.4;21.4;0.0
22/02/2021;22.4;21.5;0.0
23/02/2021;24.5;23.0;0.0
24/02/2021;23.2;21.9;0.5
25/02/2021;21.5;20.5;0.3
26/02/2021;20.4;19.7;0.5
27/02/2021;21.0;20.0;1.4
28/02/2021;21.7;20.6;0.9
01/03/2021;23.0;22.0;0.1
02/03/2021;23.6;22.1;0.8
03/03/2021;24.0;22.6;1.0
04/03/2021;23.3;21.9;0.2
05/03/2021;22.4;21.4;0.0
06/03/2021;21.7;20.7;1.5
07/03/2021;21.0;20.2;0.1
08/03/2021;21.9;20.8;0.0
09/03/2021;21.8;20.3;0.1
10/03/2021;20.3;18.9;0.0
11/03/2021;22.9;21.4;0.1
12/03/2021;22.9;21.9;0.0
13/03/2021;22.6;21.7;0.0
14/03/2021;23.4;22.3;0.0
15/03/2021;23.1;21.9;0.0
16/03/2021;23.0;22.0;0.0
17/03/2021;24.8;23.3;0.0
18/03/2021;22.9;21.9;0.1
19/03/2021;22.1;21.2;0.0
20/03/2021;23.2;22.4;0.0
21/03/2021;24.4;23.1;0.0
22/03/2021;24.6;23.4;0.0
23/03/2021;23.8;22.6;0.0
24/03/2021;24.1;23.0;0.0
25/03/2021;23.0;21.9;0.0
26/03/2021;24.1;22.9;0.0
27/03/2021;25.1;23.9;0.0
28/03/2021;25.0;23.3;0.2
29/03/2021;24.3;22.7;0.5
30/03/2021;22.2;20.7;0.5
31/03/2021;19.8;18.7;0.0
01/04/2021;18.9;17.6;0.0
02/04/2021;19.2;18.3;0.1
03/04/2021;19.6;18.6;0.0
04/04/2021;19.7;18.8;0.0
05/04/2021;20.1;19.3;0.0
06/04/2021;19.7;18.8;0.9
07/04/2021;20.0;19.2;0.0
08/04/2021;20.1;19.3;0.0
09/04/2021;20.5;19.5;0.0
10/04/2021;22.1;20.9;0.0
11/04/2021;22.9;21.5;0.0
12/04/2021;22.1;20.7;0.0
13/04/2021;19.0;18.2;0.0
14/04/2021;18.2;17.4;0.1
15/04/2021;19.2;18.4;0.0
16/04/2021;19.5;18.6;0.0
17/04/2021;20.7;19.8;0.2
18/04/2021;19.5;18.4;1.1
19/04/2021;18.3;17.4;0.1
20/04/2021;18.0;17.0;0.3
21/04/2021;17.8;16.7;0.1
22/04/2021;16.9;16.1;0.2
23/04/2021;17.4;16.4;0.0
24/04/2021;19.0;18.0;0.0
25/04/2021;20.4;19.2;0.0
26/04/2021;20.0;19.1;0.0
27/04/2021;18.5;17.9;0.1
28/04/2021;17.9;17.0;0.0
29/04/2021;16.9;15.9;0.0
30/04/2021;16.9;16.2;0.0
01/05/2021;17.6;16.8;0.0
02/05/2021;18.4;17.4;0.0
03/05/2021;18.2;17.0;0.0
04/05/2021;20.6;19.4;0.0
05/05/2021;20.0;18.8;0.0
06/05/2021;21.3;20.0;0.0
07/05/2021;16.2;15.7;0.0
08/05/2021;16.0;15.3;0.0
09/05/2021;17.1;16.3;0.0
10/05/2021;18.1;17.0;0.0
11/05/2021;18.9;17.6;0.0
12/05/2021;17.1;16.3;0.6
13/05/2021;15.2;14.3;0.6
14/05/2021;16.1;15.3;0.0
15/05/2021;17.0;16.3;0.0
16/05/2021;17.8;17.0;0.0
17/05/2021;18.4;17.0;0.0
18/05/2021;16.9;16.0;0.0
19/05/2021;17.7;16.3;0.0
20/05/2021;17.7;16.4;0.0
21/05/2021;19.5;18.1;0.0
22/05/2021;18.1;17.1;0.3
23/05/2021;18.5;17.6;0.0
24/05/2021;16.8;15.2;0.0
25/05/2021;15.3;13.8;0.0
26/05/2021;15.9;14.3;0.0
27/05/2021;18.7;17.4;0.0
28/05/2021;21.0;19.8;0.0
29/05/2021;23.9;22.6;0.1
30/05/2021;18.9;18.1;0.1
31/05/2021;17.4;16.7;0.2
01/06/2021;16.5;15.6;0.0
02/06/2021;19.3;18.1;0.0
03/06/2021;19.4;18.1;0.0
04/06/2021;19.6;18.7;0.0
05/06/2021;20.7;19.5;0.0
06/06/2021;20.1;18.7;0.0
07/06/2021;18.0;17.6;0.1
08/06/2021;17.0;16.5;0.1
09/06/2021;18.4;17.7;0.0
10/06/2021;18.4;17.9;0.0
11/06/2021;16.9;16.2;0.0
12/06/2021;15.2;14.2;0.0
13/06/2021;14.3;13.5;0.0
14/06/2021;15.0;14.1;0.0
15/06/2021;16.4;15.3;0.0
16/06/2021;15.2;14.2;0.0
17/06/2021;14.4;13.6;0.1
18/06/2021;14.9;14.0;0.0
19/06/2021;15.6;15.0;0.0
20/06/2021;17.2;16.1;0.1
21/06/2021;14.9;14.2;0.1
22/06/2021;15.0;14.5;0.3
23/06/2021;15.3;14.4;0.0
24/06/2021;17.0;15.9;0.0
25/06/2021;18.6;17.4;0.0
26/06/2021;19.6;18.6;0.0
27/06/2021;21.3;20.0;0.0
28/06/2021;17.1;15.9;0.0
29/06/2021;12.5;11.7;0.0
30/06/2021;9.1;8.0;0.0
01/07/2021;11.5;10.5;0.0
02/07/2021;15.5;14.2;0.0
03/07/2021;16.3;14.8;0.0
04/07/2021;15.0;14.4;0.0
05/07/2021;15.3;14.6;0.0
06/07/2021;15.0;14.1;0.0
07/07/2021;14.6;13.6;0.0
08/07/2021;15.9;14.7;0.0
09/07/2021;14.9;14.0;0.0
10/07/2021;16.4;15.2;0.0
11/07/2021;17.0;15.5;0.0
12/07/2021;16.2;14.9;0.0
13/07/2021;18.0;16.6;0.0
14/07/2021;18.5;17.0;0.0
15/07/2021;19.4;17.9;0.0
16/07/2021;17.1;16.0;0.0
17/07/2021;16.9;15.9;0.3
18/07/2021;17.6;16.2;0.0
19/07/2021;13.0;11.4;0.0
20/07/2021;10.4;9.2;0.0
21/07/2021;13.7;12.5;0.0
22/07/2021;13.5;12.5;0.0
23/07/2021;15.9;14.7;0.0
24/07/2021;17.4;16.1;0.0
25/07/2021;18.6;16.8;0.0
26/07/2021;19.5;17.8;0.0
27/07/2021;20.6;18.9;0.0
28/07/2021;12.0;11.4;1.2
29/07/2021;8.3;7.1;0.0
30/07/2021;7.3;6.4;0.0
31/07/2021;11.0;10.0;0.0
01/08/2021;13.3;12.3;0.0
02/08/2021;13.9;12.8;0.0
03/08/2021;13.3;12.4;0.0
04/08/2021;13.1;12.3;0.0
05/08/2021;13.8;12.9;0.0
06/08/2021;15.9;15.0;0.0
07/08/2021;16.3;15.4;0.0
08/08/2021;17.6;16.3;0.0
09/08/2021;19.4;17.9;0.0
10/08/2021;21.2;19.3;0.0
11/08/2021;15.2;14.3;0.0
12/08/2021;13.2;12.7;0.0
13/08/2021;13.3;12.9;0.0
14/08/2021;14.7;14.0;0.0
15/08/2021;17.2;16.2;0.0
16/08/2021;16.4;15.4;0.1
17/08/2021;20.3;18.9;0.0
18/08/2021;23.0;21.5;0.0
19/08/2021;23.0;21.2;0.0
20/08/2021;23.2;21.4;0.0
21/08/2021;20.8;19.3;0.0
22/08/2021;22.5;20.8;0.0
23/08/2021;22.8;21.0;0.0
24/08/2021;23.9;22.3;0.0
25/08/2021;25.1;23.5;0.0
26/08/2021;24.6;22.8;0.0
27/08/2021;16.0;15.5;0.0
28/08/2021;15.2;14.7;1.1
29/08/2021;16.1;15.5;0.0
30/08/2021;16.6;15.9;0.1
31/08/2021;16.9;16.1;0.0
01/09/2021;17.3;16.3;0.0
02/09/2021;19.3;18.1;0.0
03/09/2021;21.6;20.1;0.0
04/09/2021;19.0;17.5;0.0
05/09/2021;20.2;18.9;0.0
06/09/2021;18.8;18.0;0.0
07/09/2021;18.1;17.4;0.0
08/09/2021;23.7;22.4;0.0
09/09/2021;22.1;20.6;0.2
10/09/2021;19.9;19.3;0.2
11/09/2021;20.1;19.0;0.0
12/09/2021;19.5;18.2;0.0
13/09/2021;24.3;23.0;0.0
14/09/2021;27.1;25.4;0.0
15/09/2021;19.8;19.1;0.0
16/09/2021;16.8;16.4;0.1
17/09/2021;15.6;15.1;0.0
18/09/2021;19.9;18.6;0.0
19/09/2021;19.0;18.0;0.0
20/09/2021;23.9;22.5;0.0
21/09/2021;22.2;20.4;0.0
22/09/2021;13.9;13.1;0.1
23/09/2021;14.2;13.4;0.0
24/09/2021;16.3;15.0;0.0
25/09/2021;16.1;15.4;0.1
26/09/2021;19.6;18.3;0.0
27/09/2021;20.2;18.9;0.0
28/09/2021;22.4;20.8;0.0
29/09/2021;20.5;19.1;0.0
30/09/2021;17.5;16.7;0.0
01/10/2021;18.3;17.4;0.1
02/10/2021;20.3;19.2;0.0
03/10/2021;21.1;19.9;0.2
04/10/2021;19.0;18.3;0.4
05/10/2021;16.3;15.8;0.0
06/10/2021;19.4;18.2;0.0
07/10/2021;17.3;16.7;0.0
08/10/2021;15.3;14.6;0.0
09/10/2021;15.8;15.2;0.3
10/10/2021;16.1;15.6;0.2
11/10/2021;16.9;16.4;0.4
12/10/2021;18.6;17.7;0.2
13/10/2021;19.2;18.2;0.0
14/10/2021;22.3;20.9;0.0
15/10/2021;22.8;21.3;0.2
16/10/2021;20.5;19.1;0.7
17/10/2021;16.4;16.0;0.0
18/10/2021;15.9;15.4;0.5
19/10/2021;14.9;14.3;0.1
20/10/2021;13.4;12.7;0.1
21/10/2021;15.1;14.1;0.0
22/10/2021;17.6;16.4;0.0
23/10/2021;21.6;20.2;0.0
24/10/2021;19.8;18.4;1.2
25/10/2021;16.4;15.7;0.0
26/10/2021;17.8;17.0;0.0
27/10/2021;18.7;18.1;0.2
28/10/2021;19.9;19.4;0.2
29/10/2021;18.7;17.8;0.0
30/10/2021;18.8;18.0;0.0
31/10/2021;18.1;17.6;0.2
01/11/2021;19.0;18.1;0.3
02/11/2021;18.9;18.0;0.0
03/11/2021;18.9;18.1;0.0
04/11/2021;20.0;18.9;0.0
05/11/2021;19.4;18.4;0.0
06/11/2021;19.2;17.9;0.0
07/11/2021;19.2;18.2;0.0
08/11/2021;18.5;17.5;0.0
09/11/2021;17.9;17.3;0.0
10/11/2021;18.3;17.5;0.0
11/11/2021;16.3;15.8;0.1
12/11/2021;15.6;14.9;0.0
13/11/2021;15.6;14.5;0.0
14/11/2021;17.6;16.6;0.0
15/11/2021;18.8;17.7;0.0
16/11/2021;21.0;19.5;0.0
17/11/2021;23.6;22.0;0.0
18/11/2021;22.2;21.1;0.7
19/11/2021;19.4;18.9;2.3
20/11/2021;17.6;16.8;0.1
21/11/2021;16.1;15.4;0.0
22/11/2021;19.2;17.9;0.0
23/11/2021;23.5;21.7;0.0
24/11/2021;19.7;18.8;0.0
25/11/2021;21.1;19.9;0.0
26/11/2021;21.9;20.9;0.1
27/11/2021;23.5;22.0;0.0
28/11/2021;22.0;20.8;0.0
29/11/2021;25.7;24.1;0.0
30/11/2021;23.9;22.4;0.5
01/12/2021;20.9;19.8;0.0
02/12/2021;19.5;18.6;0.0
03/12/2021;18.4;17.5;0.0
04/12/2021;19.2;18.3;0.0
05/12/2021;20.7;19.7;0.0
06/12/2021;20.2;19.2;0.0
07/12/2021;17.1;16.4;0.7
08/12/2021;16.9;15.9;0.0
09/12/2021;17.4;16.3;0.0
10/12/2021;18.6;17.4;0.0
11/12/2021;22.5;20.9;0.0
12/12/2021;24.8;23.2;0.0
13/12/2021;23.4;22.0;1.1
14/12/2021;22.9;21.9;0.2
15/12/2021;23.3;22.3;1.0
16/12/2021;24.0;22.8;0.1
17/12/2021;22.2;21.5;0.0
18/12/2021;20.4;19.6;0.1
19/12/2021;18.1;17.2;0.1
20/12/2021;19.8;18.7;0.0
21/12/2021;22.0;20.6;0.1
22/12/2021;24.3;22.6;0.1
23/12/2021;19.3;18.3;0.6
24/12/2021;18.4;17.4;0.2
25/12/2021;18.9;17.8;0.0
26/12/2021;22.5;21.1;0.0
27/12/2021;22.3;20.5;0.1
28/12/2021;22.0;20.7;0.1
29/12/2021;21.2;20.2;0.0
30/12/2021;20.5;19.8;0.9
31/12/2021;20.6;19.6;2.2
